"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/PolygonPack/PolygonAdventure/Materials/MAT_PolygonCharacters_White.MAT_PolygonCharacters_White","0","24","24","1","12.315360","0","0"
"/Game/PolygonPack/PolygonAdventure/Materials/MAT_PolygonCharacters_Brown.MAT_PolygonCharacters_Brown","0","24","24","1","12.244020","0","0"
"/Game/PolygonPack/PolygonAdventure/Materials/MAT_PolygonCharacters_Black.MAT_PolygonCharacters_Black","0","24","24","1","12.171165","0","0"
"/Game/PolygonPack/PolygonAdventure/Materials/MAT_PolygonAdventure_Water.MAT_PolygonAdventure_Water","0","68","68","1","40.076492","0","0"
"/Game/PolygonPack/PolygonAdventure/Materials/MAT_PolygonAdventure_Dark_02.MAT_PolygonAdventure_Dark_02","0","12","12","1","6.793418","0","0"
"/Game/PolygonPack/PolygonAdventure/Materials/MAT_PolygonAdventure_Dark_01.MAT_PolygonAdventure_Dark_01","0","24","24","1","11.866019","0","0"
"/Game/PolygonPack/PolygonAdventure/Materials/MAT_PolygonAdventure_Cloud.MAT_PolygonAdventure_Cloud","0","24","24","1","11.538083","0","0"
"/Game/PolygonPack/Dungeon_Assets/Fbx/lambert1.lambert1","0","21","21","1","12.369115","0","0"
"/Game/PolygonPack/Dungeon_Assets/Fbx/lambert2.lambert2","0","12","12","1","6.866895","0","0"
"/Game/PolygonPack/Dungeon_Assets/Fbx/lambert80.lambert80","0","21","21","1","12.211019","0","0"
"/Game/PolygonPack/Dungeon_Assets/Fbx/lambert65.lambert65","0","12","12","1","6.738735","0","0"
"/Game/PolygonPack/Dungeon_Assets/Fbx/lambert45.lambert45","0","12","12","1","6.767413","0","0"
"/Game/PolygonPack/Dungeon_Assets/Fbx/lambert42.lambert42","0","12","12","1","6.917251","0","0"
"/Game/PolygonPack/Dungeon_Assets/Fbx/lambert46.lambert46","0","12","12","1","6.709511","0","0"
"/Game/PolygonPack/Dungeon_Assets/Fbx/lambert60.lambert60","0","12","12","1","6.672029","0","0"
"/Game/PolygonPack/Dungeon_Assets/Fbx/lambert75.lambert75","0","12","12","1","6.852059","0","0"
"/Game/PolygonPack/Dungeon_Assets/Fbx/lambert71.lambert71","0","12","12","1","6.913751","0","0"
"/Game/PolygonPack/Dungeon_Assets/Fbx/lambert70.lambert70","0","12","12","1","6.988481","0","0"
"/Game/Ingredients/Mats/Yellow.Yellow","0","12","12","1","6.843068","0","0"
"/Game/Ingredients/Mats/Pink.Pink","0","12","12","1","6.917265","0","0"
"/Game/Ingredients/Mats/Orange.Orange","0","12","12","1","6.966552","0","0"
"/Game/Ingredients/Mats/LightShaftMaterial.LightShaftMaterial","0","10","10","1","4.337028","0","0"
"/Game/Ingredients/Mats/Blue.Blue","0","12","12","1","6.521541","0","0"
